timestamp,sector,total_score
2026-03-25 22:05,国产算力,12.4
2026-03-25 22:39,锂电,11.200000000000001
2026-03-25 22:06,光模块,8.8
2026-03-25 22:39,机器人,8.0
2026-03-25 22:06,商业航天,7.6000000000000005
2026-03-25 22:47,固态电池,7.6000000000000005
2026-03-25 22:06,太空算力,5.6000000000000005
2026-03-25 22:06,化工,5.2
2026-03-26 08:17,电力,4.800000000000001
2026-03-26 08:31,医药,4.4
2026-03-26 08:00,汽车,4.4
2026-03-25 22:41,AI配电,4.0
2026-03-26 08:24,有色,3.6
2026-03-26 08:20,PCB,3.6
2026-03-25 22:39,工程机械,3.2
2026-03-26 08:31,风电,2.8000000000000003
2026-03-25 23:14,存储,2.8000000000000003
2026-03-25 22:39,AI应用,2.8000000000000003
2026-03-25 22:05,家电家居,2.8000000000000003
2026-03-25 22:42,储能,2.8000000000000003
2026-03-26 08:31,半导体材料,2.8000000000000003
2026-03-26 08:20,消费电子,2.4000000000000004
2026-03-25 22:38,保险,2.4000000000000004
2026-03-25 22:06,液冷,2.0
2026-03-26 08:24,军工,2.0
2026-03-26 08:31,半导体设备,2.0
2026-03-26 08:00,光伏,2.0
2026-03-26 08:24,核聚变,1.6
2026-03-26 08:24,游戏,1.6
2026-03-25 22:48,医疗器械,1.6
2026-03-26 08:31,OCS,1.6
2026-03-26 08:24,信创,1.6
2026-03-25 22:42,量子通信,1.2000000000000002
2026-03-26 08:17,电力设备,1.2000000000000002
2026-03-26 08:31,农业种植,1.2000000000000002
2026-03-26 08:24,交运,1.2000000000000002
2026-03-25 22:41,环保,1.2000000000000002
2026-03-26 08:31,建筑建材,1.2000000000000002
2026-03-26 10:19,专用设备,1.2000000000000002
2026-03-26 10:55,石油石化,1.2000000000000002
2026-03-26 08:38,光纤光缆,1.2000000000000002
2026-03-26 08:20,计算机,1.2000000000000002
2026-03-25 22:07,计算机应用,0.8
2026-03-25 22:06,汽车零部件,0.8
2026-03-25 22:38,元器件,0.8
2026-03-26 08:38,互联网金融,0.8
2026-03-25 22:38,家电,0.8
2026-03-25 22:38,生物医药,0.8
2026-03-25 22:38,通信设备,0.8
2026-03-26 08:30,半导体,0.8
2026-03-25 22:42,云计算,0.8
2026-03-26 08:24,轻工,0.8
2026-03-26 08:20,面板,0.8
2026-03-26 18:45,文化传媒,0.8
2026-03-26 08:31,可选消费,0.8
2026-03-26 09:00,造纸,0.8
2026-03-26 08:58,服务器,0.8
2026-03-26 10:55,电子元件,0.8
2026-03-26 17:16,食品饮料,0.8
2026-03-26 08:21,化学制药,0.8
2026-03-26 08:31,脑机接口,0.8
2026-03-25 22:38,电气设备,0.4
2026-03-26 08:00,SAF,0.4
2026-03-26 08:31,氢能,0.4
2026-03-25 22:45,功率半导体,0.4
2026-03-25 22:47,纺服,0.4
2026-03-26 08:16,稀土,0.4
2026-03-26 08:00,电网设备,0.4
2026-03-26 08:49,银行,0.4
2026-03-26 10:55,钢铁,0.4
2026-03-26 08:47,航运港口,0.4
2026-03-26 11:49,医药生物,0.4
2026-03-26 11:50,模拟芯片,0.4
2026-03-26 13:02,煤炭,0.4
2026-03-26 13:02,教育,0.4
2026-03-26 12:11,工程建设,0.4
2026-03-26 12:48,航运,0.4
2026-03-26 13:40,检测服务,0.4
2026-03-26 13:13,家电家具,0.4
2026-03-26 14:06,工控设备,0.4
2026-03-26 14:06,计算机设备,0.4
2026-03-26 19:15,人工智能,0.4
2026-03-26 19:48,互联网服务,0.4
2026-03-26 21:56,包装印刷,0.4
2026-03-26 21:57,生物制品,0.4
