timestamp,sector,total_score
2025-07-04 14:43,PCB,3.6
2025-07-04 14:40,化工,3.2
2025-07-04 14:43,锂电,3.2
2025-07-06 11:22,机器人,3.2
2025-07-04 14:40,AI应用,2.8000000000000003
2025-07-04 14:40,AI配电,2.8000000000000003
2025-07-04 14:40,国产算力,2.4000000000000004
2025-07-04 14:40,半导体设备,2.4000000000000004
2025-07-04 14:40,游戏,2.0
2025-07-06 14:49,信创,2.0
2025-07-06 14:49,互联网金融,2.0
2025-07-04 14:40,风电,2.0
2025-07-06 14:49,建筑建材,1.6
2025-07-04 14:42,医药,1.6
2025-07-04 14:40,液冷,1.2000000000000002
2025-07-04 14:42,面板,1.2000000000000002
2025-07-06 11:25,钢铁,1.2000000000000002
2025-07-06 11:22,固态电池,1.2000000000000002
2025-07-04 23:28,交运,1.2000000000000002
2025-07-06 14:48,储能,1.2000000000000002
2025-07-04 14:43,服务器,1.2000000000000002
2025-07-04 23:28,汽车,1.2000000000000002
2025-07-04 14:43,传媒,1.2000000000000002
2025-07-06 14:49,商业航天,1.2000000000000002
2025-07-06 14:51,光伏,1.2000000000000002
2025-07-06 21:32,光刻机,1.2000000000000002
2025-07-06 14:51,光模块,1.2000000000000002
2025-07-06 14:52,电力,0.8
2025-07-06 14:51,太空算力,0.8
2025-07-06 14:47,军工,0.8
2025-07-04 23:31,消费电子,0.8
2025-07-04 14:43,核聚变,0.8
2025-07-04 14:43,农业种植,0.8
2025-07-06 14:52,模拟芯片,0.8
2025-07-06 19:34,可选消费,0.8
2025-07-06 14:51,氢能,0.8
2025-07-04 23:30,电力设备,0.8
2025-07-04 14:40,食品加工,0.4
2025-07-04 14:42,脑机接口,0.4
2025-07-04 14:41,券商,0.4
2025-07-04 14:43,元器件,0.4
2025-07-04 14:43,家电零部件,0.4
2025-07-04 14:43,汽车零部件,0.4
2025-07-04 14:43,功率半导体,0.4
2025-07-06 14:50,光纤光缆,0.4
2025-07-06 14:48,生物制品,0.4
2025-07-04 23:31,互联网服务,0.4
2025-07-06 11:22,有色,0.4
2025-07-06 19:36,水泥,0.4
2025-07-06 20:13,自动驾驶,0.4
2025-07-06 20:16,旅游,0.4
2025-07-06 20:17,电子元件,0.4
2025-07-06 21:32,工程机械,0.4
2025-07-06 21:34,食品饮料,0.4
2025-07-06 21:45,石油石化,0.4
2025-07-06 21:46,医疗器械,0.4
