timestamp,sector,total_score
2025-09-23 22:04,半导体设备,18.8
2025-09-23 22:04,机器人,13.600000000000001
2025-09-24 07:31,国产算力,12.0
2025-09-23 22:26,存储,10.0
2025-09-23 22:04,半导体材料,7.2
2025-09-23 22:04,锂电,7.2
2025-09-23 22:06,商业航天,7.2
2025-09-23 22:14,医药,6.0
2025-09-23 22:04,储能,5.2
2025-09-23 22:12,有色,5.2
2025-09-23 22:21,化工,5.2
2025-09-23 22:13,光刻机,4.800000000000001
2025-09-24 10:25,AI配电,4.800000000000001
2025-09-24 08:33,AI应用,4.4
2025-09-23 23:39,消费电子,3.6
2025-09-23 22:14,汽车,3.6
2025-09-24 08:39,光模块,3.6
2025-09-23 22:12,固态电池,3.2
2025-09-23 22:26,封测,3.2
2025-09-24 10:53,核聚变,3.2
2025-09-24 12:55,服务器,2.8000000000000003
2025-09-24 12:09,光纤光缆,2.8000000000000003
2025-09-23 22:04,电力,2.8000000000000003
2025-09-24 08:21,游戏,2.8000000000000003
2025-09-23 22:05,太空算力,2.4000000000000004
2025-09-23 22:04,农业种植,2.4000000000000004
2025-09-24 08:39,液冷,2.4000000000000004
2025-09-23 22:47,PCB,2.4000000000000004
2025-09-23 22:05,半导体,2.4000000000000004
2025-09-23 22:21,自动驾驶,2.4000000000000004
2025-09-23 22:04,计算机应用,2.0
2025-09-23 22:49,工控设备,2.0
2025-09-24 08:15,食品饮料,2.0
2025-09-24 11:07,通用设备,2.0
2025-09-24 13:19,光伏,1.6
2025-09-24 09:07,半导体代工,1.6
2025-09-24 08:33,贵金属,1.6
2025-09-23 22:14,电力设备,1.6
2025-09-23 22:05,电子元件,1.6
2025-09-24 12:56,信创,1.6
2025-09-23 22:14,化学制药,1.2000000000000002
2025-09-24 12:56,互联网金融,1.2000000000000002
2025-09-24 14:40,军工,0.8
2025-09-24 10:25,元器件,0.8
2025-09-24 12:33,氢能,0.8
2025-09-24 08:18,互联网,0.8
2025-09-23 22:46,煤炭,0.8
2025-09-24 10:45,光学光电子,0.8
2025-09-24 17:16,互联网服务,0.8
2025-09-24 13:36,CXO,0.8
2025-09-24 17:31,汽车零部件,0.8
2025-09-23 22:04,纺织服饰,0.4
2025-09-23 22:06,有色金属,0.4
2025-09-23 22:06,风电,0.4
2025-09-24 10:25,通信,0.4
2025-09-24 12:55,光刻胶,0.4
2025-09-24 12:25,石油石化,0.4
2025-09-24 10:24,纺服,0.4
2025-09-24 09:09,交运,0.4
2025-09-24 10:25,传媒,0.4
2025-09-24 14:29,专用设备,0.4
2025-09-24 15:55,涂料,0.4
2025-09-24 13:32,家电家居,0.4
2025-09-24 15:55,机械设备,0.4
2025-09-24 18:22,互联网电商,0.4
2025-09-24 18:24,涂料油墨,0.4
2025-09-24 18:25,通用航空,0.4
2025-09-24 18:38,计算机,0.4
2025-09-24 18:39,稀土,0.4
2025-09-24 20:08,工程机械,0.4
2025-09-24 21:48,黑色家电,0.4
