timestamp,sector,total_score
2026-04-06 22:48,国产算力,16.8
2026-04-06 22:55,光模块,10.8
2026-04-06 22:51,化工,6.800000000000001
2026-04-07 08:41,PCB,6.800000000000001
2026-04-06 22:57,AI配电,6.0
2026-04-06 22:08,锂电,6.0
2026-04-06 22:51,汽车,5.6000000000000005
2026-04-06 23:18,农业种植,5.2
2026-04-06 22:48,交运,4.800000000000001
2026-04-07 08:54,机器人,4.4
2026-04-06 22:56,商业航天,4.0
2026-04-06 22:56,储能,3.6
2026-04-06 22:48,风电,3.2
2026-04-06 22:17,半导体设备,3.2
2026-04-07 08:52,医药,2.8000000000000003
2026-04-06 22:54,电力,2.4000000000000004
2026-04-07 09:10,工程机械,2.4000000000000004
2026-04-07 08:54,食品饮料,2.4000000000000004
2026-04-07 08:57,石油石化,2.4000000000000004
2026-04-07 08:55,工控设备,2.4000000000000004
2026-04-07 08:53,固态电池,2.4000000000000004
2026-04-06 22:51,游戏,2.0
2026-04-06 22:54,太空算力,2.0
2026-04-06 22:53,消费电子,2.0
2026-04-07 08:53,煤炭,2.0
2026-04-07 08:54,医疗器械,2.0
2026-04-07 08:58,传媒,2.0
2026-04-07 08:18,稀土,2.0
2026-04-07 11:07,军工,2.0
2026-04-06 22:51,半导体,1.6
2026-04-07 08:15,核聚变,1.6
2026-04-07 00:12,社服,1.6
2026-04-06 22:54,可选消费,1.6
2026-04-07 08:43,自动驾驶,1.6
2026-04-07 12:44,建筑建材,1.6
2026-04-07 14:56,量子通信,1.6
2026-04-07 11:07,半导体材料,1.2000000000000002
2026-04-07 08:58,AI应用,1.2000000000000002
2026-04-06 22:54,环保,1.2000000000000002
2026-04-06 22:04,化学制药,1.2000000000000002
2026-04-07 16:02,有色,1.2000000000000002
2026-04-07 13:22,光刻机,0.8
2026-04-07 11:30,通用设备,0.8
2026-04-07 08:54,中药,0.8
2026-04-07 08:54,纺服,0.8
2026-04-07 08:54,脑机接口,0.8
2026-04-07 08:23,液冷,0.8
2026-04-07 20:55,光伏,0.8
2026-04-07 08:53,食品加工,0.8
2026-04-07 08:52,CXO,0.8
2026-04-07 10:42,电网设备,0.8
2026-04-06 22:55,光纤光缆,0.4
2026-04-06 23:18,养殖业,0.4
2026-04-07 08:40,计算机,0.4
2026-04-07 08:41,有色金属,0.4
2026-04-07 08:41,电力设备,0.4
2026-04-07 09:19,港口,0.4
2026-04-07 09:19,铁路,0.4
2026-04-07 09:04,物流,0.4
2026-04-07 08:53,商贸物流,0.4
2026-04-07 08:54,轻工,0.4
2026-04-07 08:41,国防军工,0.4
2026-04-07 08:50,文化传媒,0.4
2026-04-07 08:53,地产,0.4
2026-04-07 08:20,生物医药,0.4
2026-04-07 12:41,服务器,0.4
2026-04-07 12:43,模拟芯片,0.4
2026-04-07 12:42,造纸,0.4
2026-04-07 12:44,专用设备,0.4
2026-04-07 12:40,家居用品,0.4
2026-04-07 11:07,半导体代工,0.4
2026-04-07 10:06,元器件,0.4
2026-04-07 13:42,面板,0.4
2026-04-07 13:19,光学光电子,0.4
2026-04-07 12:44,OCS,0.4
2026-04-07 13:58,化学制品,0.4
2026-04-07 14:56,放射源,0.4
2026-04-07 14:56,核药,0.4
2026-04-07 14:56,放疗设备,0.4
2026-04-07 18:08,互联网,0.4
2026-04-07 20:56,橡胶,0.4
2026-04-07 20:56,券商,0.4
2026-04-07 20:56,互联网金融,0.4
2026-04-07 20:56,封测,0.4
2026-04-07 20:56,通信,0.4
2026-04-07 20:56,医疗服务,0.4
2026-04-07 21:12,创新药,0.4
2026-04-07 21:51,保险,0.4
