timestamp,sector,total_score
2025-06-20 13:46,有色,3.6
2025-06-20 13:46,固态电池,3.6
2025-06-20 13:46,锂电,3.6
2025-06-20 13:48,PCB,2.8000000000000003
2025-06-20 13:46,半导体材料,2.4000000000000004
2025-06-20 13:46,光伏,2.4000000000000004
2025-06-22 10:51,机器人,2.4000000000000004
2025-06-20 13:47,国产算力,2.0
2025-06-21 00:20,电力,1.6
2025-06-21 00:20,消费电子,1.6
2025-06-20 14:42,化工,1.6
2025-06-20 13:48,半导体设备,1.2000000000000002
2025-06-20 16:47,可选消费,1.2000000000000002
2025-06-21 00:20,信创,1.2000000000000002
2025-06-21 00:20,互联网金融,1.2000000000000002
2025-06-21 00:20,AI应用,1.2000000000000002
2025-06-20 16:47,汽车,1.2000000000000002
2025-06-20 13:46,商业航天,1.2000000000000002
2025-06-20 13:46,太空算力,1.2000000000000002
2025-06-20 13:47,光学光电子,0.8
2025-06-20 13:47,商贸物流,0.8
2025-06-20 13:46,工控设备,0.8
2025-06-20 13:46,氢能,0.8
2025-06-20 13:46,元器件,0.8
2025-06-20 13:47,地产,0.8
2025-06-20 13:47,文化传媒,0.8
2025-06-20 13:47,AI配电,0.8
2025-06-20 13:46,储能,0.8
2025-06-20 20:04,光模块,0.8
2025-06-22 13:54,建筑建材,0.8
2025-06-21 20:22,游戏,0.8
2025-06-22 13:54,存储,0.8
2025-06-22 13:11,煤炭,0.8
2025-06-20 16:47,钢铁,0.8
2025-06-20 13:48,封测,0.8
2025-06-20 13:48,农业种植,0.8
2025-06-20 14:43,电子元件,0.4
2025-06-20 14:43,稀土,0.4
2025-06-20 13:49,计算机,0.4
2025-06-20 13:48,化学制药,0.4
2025-06-20 13:47,金属新材料,0.4
2025-06-20 13:47,工程机械,0.4
2025-06-20 16:47,通用设备,0.4
2025-06-20 20:04,保险,0.4
2025-06-20 20:04,OCS,0.4
2025-06-20 20:05,军工,0.4
2025-06-20 16:48,电池,0.4
2025-06-20 14:43,医药,0.4
2025-06-20 16:47,航运,0.4
2025-06-21 00:21,计算机应用,0.4
2025-06-22 10:30,风电,0.4
2025-06-22 13:11,自动驾驶,0.4
2025-06-22 14:18,玩具,0.4
2025-06-22 14:35,医疗器械,0.4
2025-06-22 19:04,核聚变,0.4
2025-06-22 19:04,食品饮料,0.4
2025-06-22 19:04,传媒,0.4
2025-06-22 19:05,光纤光缆,0.4
2025-06-22 19:05,贵金属,0.4
2025-06-22 19:05,互联网传媒,0.4
