timestamp,sector,total_score
2025-07-03 22:10,PCB,10.4
2025-07-03 22:14,锂电,4.4
2025-07-03 22:10,医药,3.6
2025-07-03 22:12,国产算力,3.6
2025-07-03 22:13,化工,3.6
2025-07-03 22:12,服务器,3.2
2025-07-03 22:11,消费电子,3.2
2025-07-03 22:14,AI应用,2.8000000000000003
2025-07-03 22:14,半导体设备,2.8000000000000003
2025-07-04 08:28,半导体,2.8000000000000003
2025-07-03 22:12,AI配电,2.8000000000000003
2025-07-03 22:14,固态电池,2.8000000000000003
2025-07-03 22:12,光模块,2.4000000000000004
2025-07-04 09:12,机器人,2.0
2025-07-03 22:10,商业航天,2.0
2025-07-04 08:33,液冷,2.0
2025-07-04 08:26,农业种植,1.6
2025-07-03 22:14,互联网金融,1.6
2025-07-04 09:11,游戏,1.6
2025-07-03 22:14,电力,1.6
2025-07-04 08:30,核聚变,1.2000000000000002
2025-07-03 22:10,工控设备,1.2000000000000002
2025-07-04 08:27,风电,1.2000000000000002
2025-07-04 10:43,生物制品,1.2000000000000002
2025-07-03 22:11,可选消费,1.2000000000000002
2025-07-04 08:33,太空算力,1.2000000000000002
2025-07-04 08:27,医疗服务,1.2000000000000002
2025-07-04 08:27,汽车,1.2000000000000002
2025-07-04 08:33,光伏,1.2000000000000002
2025-07-04 12:01,券商,0.8
2025-07-04 11:06,食品加工,0.8
2025-07-04 09:38,OCS,0.8
2025-07-04 08:27,军工,0.8
2025-07-04 08:28,互联网服务,0.8
2025-07-04 08:28,半导体材料,0.8
2025-07-04 08:27,模拟芯片,0.8
2025-07-03 22:13,自动驾驶,0.8
2025-07-03 22:12,通用设备,0.8
2025-07-03 22:12,元器件,0.8
2025-07-03 22:13,有色,0.8
2025-07-04 08:26,石油石化,0.8
2025-07-04 09:24,功率半导体,0.8
2025-07-04 08:28,存储,0.8
2025-07-04 09:24,电力设备,0.8
2025-07-04 08:33,面板,0.8
2025-07-03 22:12,文化传媒,0.4
2025-07-03 22:12,珠宝首饰,0.4
2025-07-03 22:10,纺服,0.4
2025-07-03 22:14,医疗器械,0.4
2025-07-04 08:30,民爆,0.4
2025-07-04 08:28,互联网电商,0.4
2025-07-04 08:28,半导体代工,0.4
2025-07-03 22:14,信创,0.4
2025-07-04 08:30,仪器仪表,0.4
2025-07-04 08:30,化学制药,0.4
2025-07-04 08:32,建筑装饰,0.4
2025-07-04 08:33,计算机设备,0.4
2025-07-04 09:24,稀土,0.4
2025-07-04 09:24,储能,0.4
2025-07-04 08:33,脑机接口,0.4
2025-07-04 09:24,建筑建材,0.4
2025-07-04 10:54,电池,0.4
2025-07-04 11:06,家电零部件,0.4
2025-07-04 11:06,传媒,0.4
2025-07-04 09:24,中药,0.4
2025-07-04 11:12,农业服务,0.4
2025-07-04 11:16,数字人民币,0.4
2025-07-04 13:09,贵金属,0.4
2025-07-04 13:12,食品饮料,0.4
2025-07-04 13:14,化学制品,0.4
2025-07-04 13:15,汽车零部件,0.4
2025-07-04 13:19,电子,0.4
2025-07-04 13:31,光刻机,0.4
