timestamp,sector,total_score
2026-04-03 12:37,光模块,8.0
2026-04-03 12:37,PCB,6.4
2026-04-03 12:39,机器人,3.2
2026-04-03 14:46,风电,3.2
2026-04-03 21:33,AI配电,2.8000000000000003
2026-04-03 13:05,OCS,2.8000000000000003
2026-04-03 13:00,半导体设备,2.8000000000000003
2026-04-03 13:05,交运,2.8000000000000003
2026-04-03 13:06,太空算力,2.8000000000000003
2026-04-03 13:46,锂电,2.8000000000000003
2026-04-03 13:04,半导体材料,2.8000000000000003
2026-04-03 21:34,食品饮料,2.8000000000000003
2026-04-03 17:57,核聚变,2.8000000000000003
2026-04-03 13:00,化工,2.4000000000000004
2026-04-03 14:12,商业航天,2.4000000000000004
2026-04-03 14:39,工程机械,2.4000000000000004
2026-04-03 13:05,国产算力,2.4000000000000004
2026-04-03 13:00,农业种植,2.0
2026-04-03 13:00,消费电子,2.0
2026-04-03 13:04,工控设备,2.0
2026-04-03 21:34,传媒,1.6
2026-04-03 13:34,仪器仪表,1.6
2026-04-03 21:33,电子元件,1.6
2026-04-03 13:00,医药,1.6
2026-04-03 17:57,石油石化,1.6
2026-04-03 13:44,储能,1.6
2026-04-03 13:06,汽车,1.6
2026-04-03 14:49,游戏,1.6
2026-04-03 21:45,可选消费,1.6
2026-04-06 13:54,社服,1.2000000000000002
2026-04-03 17:57,液冷,1.2000000000000002
2026-04-04 11:22,有色,1.2000000000000002
2026-04-03 12:57,量子通信,1.2000000000000002
2026-04-03 13:40,通信设备,1.2000000000000002
2026-04-03 14:47,建筑建材,1.2000000000000002
2026-04-06 16:42,固态电池,1.2000000000000002
2026-04-06 16:42,电力,1.2000000000000002
2026-04-03 22:32,半导体,0.8
2026-04-03 12:38,信创,0.8
2026-04-06 16:17,汽车零部件,0.8
2026-04-06 14:55,钢铁,0.8
2026-04-03 17:57,光学光电子,0.8
2026-04-06 13:45,元器件,0.8
2026-04-04 23:49,AI应用,0.8
2026-04-06 16:35,房地产开发,0.8
2026-04-03 12:37,轻工,0.4
2026-04-03 14:48,旅游,0.4
2026-04-03 14:48,教育,0.4
2026-04-04 09:15,国防军工,0.4
2026-04-03 21:45,贵金属,0.4
2026-04-03 21:48,保险,0.4
2026-04-06 13:54,CXO,0.4
2026-04-06 11:26,数据中心,0.4
2026-04-04 15:46,服务器,0.4
2026-04-04 23:33,军工,0.4
2026-04-03 21:33,汽车整车,0.4
2026-04-06 14:58,生物制品,0.4
2026-04-06 14:59,轻工制造,0.4
2026-04-06 14:58,化学制药,0.4
2026-04-06 16:35,环保,0.4
2026-04-06 15:07,纺服,0.4
2026-04-06 16:42,光刻机,0.4
2026-04-06 16:42,地产,0.4
2026-04-06 16:42,商贸物流,0.4
2026-04-06 16:43,银行,0.4
2026-04-06 18:30,物业管理,0.4
2026-04-06 19:22,光纤光缆,0.4
